landslide,slope,aspect,elevation,curvature,twi,rainfall,ndvi,soil_type,lithology,lulc,dist_roads,dist_streams,dist_faults
1,36.79,18.56,1044.0,0.031,4.818,2429.7,0.619,Leptosols,Schist,Agriculture,548.62,30.91,19711.7
0,18.96,203.75,685.0,0.728,6.05,2433.2,0.643,Regosols,Sandstone,Agriculture,129.04,187.71,386.78
0,56.52,166.04,1779.0,1.179,4.342,1529.6,0.337,Luvisols,Limestone,Scrub,1240.58,135.21,3888.15
1,67.85,327.01,868.0,-5.611,6.482,2201.8,0.082,Luvisols,Quartzite,Barren,1035.01,480.92,7550.75
1,38.55,246.51,1725.0,-1.167,4.569,1529.6,-0.048,Regosols,Shale,Barren,496.38,143.73,58.58
1,42.32,118.73,1364.0,-2.08,7.145,2108.3,0.427,Cambisols,Schist,Agriculture,51.57,401.2,2335.32
1,31.35,320.96,1305.0,0.024,7.228,1939.8,0.7,Regosols,Phyllite,Forest,113.25,11.37,2682.85
0,20.51,46.79,1733.0,-1.831,8.712,2288.3,1.0,Luvisols,Schist,Scrub,180.96,181.93,1132.85
0,22.41,162.23,2311.0,-1.705,7.403,1763.3,0.755,,Shale,Forest,168.32,827.82,243.72
0,5.11,191.78,582.0,-0.406,5.799,1651.8,0.865,Cambisols,Alluvium,Agriculture,280.06,597.13,2410.56
0,23.08,355.0,2271.0,-2.916,7.437,2108.3,0.877,Cambisols,Granite,Forest,320.57,80.95,4182.01
0,39.57,135.59,2722.0,-0.768,4.757,1777.2,0.799,Cambisols,Phyllite,Forest,2221.61,1410.45,1267.7
1,35.43,66.9,1700.0,-0.111,4.935,2429.7,0.707,Regosols,Phyllite,Scrub,68.55,146.3,3497.36
0,13.41,222.17,779.0,0.669,3.916,2000.6,0.847,Cambisols,Sandstone,Forest,205.57,1176.52,1607.91
0,36.51,297.03,2632.0,-3.45,7.242,1921.7,0.483,Regosols,Shale,Forest,296.64,381.24,8289.27
1,26.58,43.11,1497.0,0.494,6.025,2201.8,0.697,Cambisols,Phyllite,Scrub,953.43,136.25,548.33
0,25.93,283.27,3491.0,-1.757,7.15,1514.4,0.389,Leptosols,Gneiss,Grassland,5474.91,253.71,295.56
0,36.08,191.79,1931.0,4.501,4.834,1477.7,0.844,Leptosols,Limestone,Forest,449.15,338.43,8209.73
1,31.08,249.66,1657.0,-0.84,6.494,1964.2,0.891,Cambisols,Phyllite,Forest,68.56,42.32,2021.08
0,34.11,141.19,2304.0,-1.63,6.073,1939.8,0.199,Luvisols,Shale,Barren,207.93,293.93,2493.39
0,0.92,-1.0,383.0,-1.203,9.334,1651.8,0.393,Cambisols,Sandstone,Agriculture,170.3,90.74,10993.83
1,34.19,225.44,1827.0,-1.275,6.926,2151.2,0.577,Cambisols,Phyllite,Forest,4900.75,51.41,1107.71
0,14.5,4.62,772.0,0.997,6.487,2429.7,0.286,Regosols,Quartzite,Builtup,3320.66,290.78,2334.65
1,37.31,103.04,1161.0,-1.08,5.029,2345.3,0.448,Cambisols,,Agriculture,204.84,1029.82,1801.47
1,43.22,121.23,1246.0,-1.005,5.171,2108.2,0.858,Cambisols,Schist,Forest,441.44,1359.24,3665.4
1,28.11,100.56,1477.0,-0.972,4.23,2151.2,-0.27,Cambisols,Quartzite,Barren,1159.76,478.99,2212.37
1,35.64,156.64,1337.0,0.799,3.164,2108.2,0.315,Regosols,Phyllite,Agriculture,332.16,790.88,296.2
1,38.79,274.85,2714.0,-3.577,6.16,1782.4,-0.064,Leptosols,Gneiss,Barren,5685.41,435.82,11767.08
1,34.2,49.13,1547.0,-6.187,9.765,1964.3,0.907,Cambisols,Phyllite,Agriculture,111.39,25.44,1980.21
0,26.5,244.6,1223.0,0.757,5.413,2238.0,0.954,Cambisols,Shale,Scrub,205.34,108.66,667.06
0,23.39,33.8,2136.0,-0.475,7.4,1966.5,0.787,Cambisols,Quartzite,Forest,410.11,130.76,974.42
0,64.35,166.56,1499.0,-5.169,7.31,2151.2,0.759,Cambisols,Quartzite,Forest,271.72,195.19,4365.78
0,18.27,163.9,3694.0,1.692,5.299,1312.7,0.5,Leptosols,Schist,Grassland,2673.14,317.3,1390.2
0,40.87,136.13,1715.0,-3.511,6.256,1761.1,0.778,Cambisols,Limestone,Forest,1362.98,112.04,2305.09
0,51.16,321.12,1551.0,2.183,4.015,1477.7,-0.063,Leptosols,Shale,Barren,602.77,285.1,3790.06
1,24.07,128.35,896.0,0.99,6.127,2433.2,0.715,Luvisols,Shale,Scrub,165.25,3.24,1754.43
1,35.57,184.19,1600.0,-4.578,6.895,1964.3,0.189,Cambisols,Quartzite,Agriculture,1117.82,73.26,9573.78
0,13.66,91.87,473.0,0.271,6.59,1299.0,0.688,Fluvisols,Alluvium,Agriculture,48.79,200.51,4568.66
0,19.21,222.42,1507.0,-0.185,8.209,1761.1,0.077,Cambisols,Shale,Barren,782.17,103.36,459.75
1,36.27,205.7,1474.0,-2.635,6.217,2108.2,0.364,Regosols,Granite,Agriculture,345.54,60.86,3376.77
1,46.29,243.92,1373.0,-0.406,4.47,2108.2,0.444,Cambisols,Phyllite,Grassland,761.86,364.44,2610.51
1,19.78,271.75,1243.0,-1.61,6.592,2433.2,0.862,Cambisols,Sandstone,Scrub,887.78,644.92,4104.31
1,31.97,178.42,1913.0,-1.187,6.373,2301.9,0.924,Regosols,Quartzite,Forest,1813.06,313.31,19.74
0,28.8,186.82,3722.0,0.987,3.968,1312.7,0.39,Regosols,Gneiss,Grassland,1481.46,245.94,3574.25
0,25.49,327.62,1215.0,-2.975,7.991,1743.9,0.455,Regosols,Limestone,Forest,283.82,225.61,3127.19
0,14.88,93.06,843.0,1.643,6.137,1809.4,0.891,Cambisols,Shale,Scrub,398.59,25.95,3122.2
0,27.05,267.1,2055.0,0.412,6.405,2301.9,0.778,Cambisols,Granite,Forest,762.21,46.81,5177.77
1,25.41,209.57,1741.0,0.988,5.18,1502.9,0.451,Regosols,Phyllite,Agriculture,138.76,202.48,6547.41
0,22.89,330.85,2270.0,2.812,3.179,2301.9,0.406,Cambisols,Quartzite,Agriculture,29.11,1723.18,1356.58
1,27.52,66.26,1588.0,-2.007,5.924,1964.3,0.421,Leptosols,Schist,Agriculture,512.59,62.85,3646.09
0,52.13,279.44,1108.0,2.968,5.845,2200.5,0.929,Regosols,Limestone,Scrub,2.87,29.6,5191.13
1,31.9,226.15,1875.0,-1.418,4.514,1214.1,0.471,Cambisols,Schist,Agriculture,136.16,1397.58,2066.52
1,39.71,49.7,817.0,3.717,4.506,2345.3,0.793,Regosols,Sandstone,Forest,190.32,512.63,260.96
0,6.06,19.89,429.0,0.137,9.128,1879.0,0.991,Cambisols,Alluvium,Forest,656.68,112.23,4468.56
0,45.73,287.16,5078.0,3.196,3.419,1102.0,-0.324,Leptosols,Schist,Barren,17165.57,253.03,17993.65
0,22.42,98.82,951.0,2.254,4.192,2000.6,0.734,Luvisols,Conglomerate,Forest,1953.5,4196.58,626.45
0,16.66,140.69,2395.0,-0.263,6.596,1777.2,0.702,Cambisols,Shale,Agriculture,191.55,335.48,87.42
1,36.73,207.57,1811.0,-1.613,6.292,1966.5,0.429,Cambisols,Phyllite,Grassland,1198.96,230.0,1496.85
1,31.58,198.15,1275.0,-0.775,4.55,2331.4,0.658,Cambisols,Sandstone,Scrub,954.62,128.27,13591.29
0,47.57,264.83,3174.0,0.679,3.705,1302.3,0.869,Regosols,Gneiss,Forest,655.77,319.5,3829.07
0,7.98,167.32,244.0,-0.587,7.368,1333.1,0.654,Fluvisols,Alluvium,Agriculture,9.94,847.05,9991.28
0,1.15,220.08,180.0,0.343,9.779,1432.6,0.759,Cambisols,Alluvium,Forest,556.82,48.02,11428.63
1,44.02,309.77,1127.0,-1.492,7.835,2429.7,0.49,Regosols,Limestone,Scrub,89.23,32.03,3739.42
0,1.92,79.82,244.0,0.422,9.122,1691.4,0.195,Fluvisols,Sandstone,Builtup,50.18,41.61,2685.11
1,43.6,208.42,2280.0,-1.497,5.295,2429.7,0.51,Regosols,Phyllite,Agriculture,328.01,92.42,1740.71
1,34.85,290.36,1222.0,4.465,3.652,2151.2,0.414,Cambisols,Phyllite,Barren,1111.36,11.62,9608.41
1,36.19,144.1,2328.0,-1.946,4.923,2151.2,-0.153,Cambisols,Schist,Barren,4245.84,327.76,2010.95
1,35.04,129.22,1611.0,3.263,4.952,2200.5,1.0,Luvisols,Limestone,Forest,432.01,4848.38,1433.48
0,28.93,243.07,1576.0,-3.597,7.52,1964.2,0.753,Cambisols,Limestone,Forest,1590.04,99.02,2762.51
0,15.59,30.68,938.0,-0.24,5.746,2195.0,0.611,Luvisols,Sandstone,Forest,3480.42,186.33,6863.82
0,24.01,349.25,1705.0,-2.456,5.814,1979.2,0.612,Cambisols,Granite,Scrub,1684.6,144.53,704.25
1,64.21,57.8,1527.0,-1.64,5.409,2429.7,0.449,Cambisols,Phyllite,Barren,801.16,58.32,2050.38
1,40.39,81.63,2069.0,0.381,3.632,2075.6,0.677,Regosols,Limestone,Forest,55.28,248.53,10894.19
1,35.1,213.27,1446.0,-2.8,6.132,2279.6,0.788,Regosols,Quartzite,Forest,287.38,877.09,725.64
0,3.06,289.92,237.0,-1.643,9.114,1691.4,0.64,Fluvisols,Alluvium,Builtup,136.01,80.02,3186.42
0,16.06,324.53,1395.0,0.677,5.757,1761.1,0.503,Cambisols,Schist,Agriculture,59.7,357.93,199.71
0,5.91,198.21,454.0,-1.315,8.333,1879.0,0.828,Fluvisols,Alluvium,Forest,10.87,707.64,7335.18
0,14.75,128.41,1046.0,1.529,5.053,1809.4,0.663,Luvisols,Shale,Forest,394.71,296.08,1172.02
0,40.83,244.18,572.0,0.409,5.501,1964.2,0.669,Cambisols,Phyllite,Forest,565.82,72.06,5306.78
1,27.15,249.78,2271.0,-1.994,7.205,1680.2,0.264,Luvisols,Phyllite,Agriculture,389.6,170.25,8059.87
0,63.22,125.88,1909.0,-0.492,3.346,1502.9,0.862,Cambisols,Phyllite,Forest,178.96,147.55,2796.66
1,26.58,106.89,1083.0,1.046,1.907,2288.3,0.788,Luvisols,Schist,Scrub,33.36,821.81,547.73
0,32.9,96.58,1989.0,1.013,5.015,1270.7,0.121,Leptosols,Schist,Barren,13263.96,179.01,7413.08
1,32.75,226.99,1056.0,-1.328,5.922,1455.6,0.87,Cambisols,Schist,Scrub,264.92,508.51,4683.99
1,42.99,310.7,1558.0,-2.042,4.249,1939.8,0.284,Leptosols,Limestone,Barren,1770.62,184.54,390.64
0,3.2,17.65,421.0,-0.23,8.851,1432.6,0.629,Cambisols,Alluvium,Forest,83.87,173.2,1931.61
0,29.99,68.12,1121.0,0.973,5.924,1455.6,0.682,Cambisols,Phyllite,Scrub,2478.73,400.09,703.83
1,34.36,137.66,1320.0,0.64,4.064,1873.8,0.904,Regosols,Conglomerate,Forest,2349.58,286.27,4210.32
0,21.16,186.24,2335.0,0.964,5.607,1529.6,0.593,Regosols,Schist,Agriculture,121.87,508.06,10530.2
0,32.74,45.08,1737.0,1.061,2.723,1964.2,0.878,Regosols,Limestone,Forest,270.53,299.83,269.02
0,14.13,128.19,1195.0,0.37,7.657,2345.3,0.928,Regosols,Sandstone,Forest,861.18,113.63,3296.47
0,26.85,304.83,368.0,-1.44,6.7,2000.6,0.895,Cambisols,Shale,Forest,1286.95,134.15,12965.86
0,31.62,208.82,1925.0,-0.905,6.558,1964.3,0.544,Luvisols,Schist,Agriculture,906.5,260.2,2299.19
0,49.32,27.32,4270.0,-1.425,4.363,1141.7,0.331,Regosols,Gneiss,Snow,3138.88,794.64,1035.53
0,15.88,133.04,1698.0,-0.003,5.763,1455.6,-0.046,Leptosols,Shale,Barren,62.38,843.04,3888.59
0,27.33,343.28,3281.0,0.585,5.414,1235.5,0.274,Cambisols,Schist,Grassland,10189.15,412.99,663.52
0,9.45,38.86,1262.0,0.703,6.745,1804.3,0.977,Cambisols,Shale,Forest,1471.28,294.9,1712.47
0,35.76,19.79,786.0,5.566,2.228,2238.0,0.716,Cambisols,Shale,Forest,55.44,719.87,180.58
1,31.77,316.12,2641.0,-0.956,5.156,2301.9,0.443,Cambisols,Schist,Agriculture,1709.5,105.16,2316.85
0,46.32,275.62,4336.0,-2.528,3.161,1302.3,-0.026,Leptosols,Gneiss,Barren,15063.17,241.45,14789.86
1,27.86,158.65,1217.0,-1.557,5.496,1680.2,0.991,Cambisols,Schist,Forest,107.74,761.74,3544.63
1,41.39,39.87,2138.0,4.263,2.584,2201.8,0.982,Regosols,Schist,Forest,5242.09,77.88,1811.48
0,18.67,291.77,4673.0,-0.797,6.119,1459.2,-0.063,Leptosols,,Barren,3247.54,493.74,1335.79
0,25.22,70.94,4245.0,3.409,4.14,1031.6,0.035,Cambisols,Gneiss,Barren,1118.91,585.87,5296.86
0,17.77,168.52,1322.0,1.69,7.005,2433.2,0.886,Luvisols,Shale,Forest,527.67,90.86,1809.93
0,39.51,221.31,2041.0,0.552,4.563,1680.2,0.846,Cambisols,Phyllite,Forest,29.11,830.04,1965.24
1,32.88,17.89,2648.0,-1.983,5.633,1964.2,-0.208,Leptosols,Granite,Barren,2369.81,47.97,2463.14
0,39.08,276.67,1916.0,-0.596,7.75,1706.0,0.852,Luvisols,Phyllite,Forest,164.3,89.38,4423.64
0,27.73,211.14,3824.0,-2.549,6.619,1429.8,0.351,Leptosols,Gneiss,Grassland,14538.76,549.08,780.16
1,25.59,256.25,1817.0,-1.315,5.284,1761.1,-0.044,Leptosols,Limestone,Barren,278.07,159.52,3005.69
0,32.3,335.98,389.0,-0.451,4.758,2195.0,0.603,Cambisols,Shale,Agriculture,898.07,606.02,5633.3
1,26.58,102.92,703.0,-1.825,6.103,2345.3,0.887,Regosols,Conglomerate,Scrub,1132.87,399.44,1310.96
0,0.73,-1.0,543.0,-1.036,8.97,1432.6,0.652,Cambisols,Alluvium,Forest,279.73,830.42,2125.27
0,21.2,88.56,593.0,0.457,4.697,2345.3,0.951,Cambisols,Sandstone,Forest,11.28,3529.72,5023.68
0,7.7,122.41,220.0,0.461,6.191,1299.0,0.788,Cambisols,Alluvium,Forest,777.2,420.91,811.55
0,28.6,97.66,662.0,0.964,4.136,1809.4,0.91,Cambisols,Shale,Forest,8.1,1909.46,2010.75
1,37.79,34.97,1748.0,1.097,3.293,2429.7,0.45,Cambisols,Phyllite,Scrub,1155.84,341.82,1531.43
0,48.85,52.73,759.0,-2.204,5.626,2195.0,0.965,Cambisols,Shale,Forest,923.32,510.63,2015.04
1,28.99,218.91,1428.0,-0.586,5.115,2151.2,0.432,Cambisols,Phyllite,Forest,2395.98,736.77,5672.43
1,30.22,221.07,1875.0,-0.246,5.919,1921.7,0.638,Cambisols,Phyllite,Agriculture,140.3,331.92,53.97
1,28.66,121.62,1490.0,-0.694,8.14,1979.2,0.692,Cambisols,Quartzite,Scrub,1744.36,213.17,307.73
0,6.89,344.45,359.0,0.867,7.038,1651.8,0.634,Fluvisols,Alluvium,Agriculture,33.13,68.9,9341.22
1,29.48,23.32,882.0,-0.265,5.245,2345.3,0.555,Cambisols,Shale,Scrub,615.77,252.45,3447.28
1,34.3,172.75,1750.0,-0.37,4.604,1964.2,0.707,Cambisols,Shale,Forest,122.96,384.32,3096.14
1,39.3,160.6,1491.0,-3.482,7.942,1214.1,1.0,Regosols,Schist,Forest,130.75,24.83,430.64
0,17.53,109.44,1481.0,-0.743,8.237,1743.9,0.72,Cambisols,Schist,Forest,3277.7,545.93,863.28
0,19.62,273.94,2351.0,0.341,5.849,1213.9,0.175,Leptosols,Schist,Barren,217.46,1698.96,2349.2
0,26.45,113.41,2385.0,2.184,5.892,1102.0,0.007,Regosols,Granite,Barren,1291.87,1052.14,7476.09
1,32.94,271.34,1876.0,0.896,6.349,2075.6,0.177,Cambisols,Shale,Barren,137.97,43.97,4733.28
1,26.28,296.16,1162.0,-0.296,6.119,2429.7,0.431,Cambisols,Shale,Grassland,322.28,30.66,1135.03
1,40.91,158.86,1563.0,1.088,4.294,2200.5,0.824,Leptosols,Phyllite,Forest,941.52,555.87,280.57
0,15.86,94.43,1069.0,-2.177,7.967,2331.4,0.668,Luvisols,Sandstone,Scrub,2120.19,40.99,5604.55
0,50.85,22.18,3452.0,0.629,3.505,1270.7,-0.019,Leptosols,Gneiss,Barren,11738.55,396.66,2512.33
0,1.93,159.98,523.0,-0.572,7.468,1651.8,0.721,Cambisols,Alluvium,Forest,628.94,804.72,14468.46
0,33.89,355.82,1846.0,1.496,4.083,1455.6,0.846,Regosols,Granite,Forest,140.25,476.69,111.18
1,17.24,102.28,1226.0,-0.89,6.927,1529.6,0.262,Leptosols,Shale,Agriculture,51.61,68.55,1797.16
1,35.01,172.73,1237.0,-0.058,3.79,2000.6,0.698,Cambisols,Shale,Scrub,470.5,155.57,9.68
0,35.29,278.77,4563.0,-0.992,7.273,1031.6,0.032,Cambisols,Gneiss,Barren,11180.24,64.58,200.23
1,21.81,167.08,484.0,1.331,7.718,1845.5,0.586,Regosols,Shale,Forest,527.05,132.41,680.15
1,10.16,55.95,945.0,-1.495,7.026,1809.4,0.55,Regosols,Sandstone,Scrub,165.19,70.85,791.83
0,22.59,292.9,869.0,-0.613,5.864,2345.3,1.0,Cambisols,Sandstone,Forest,3718.69,152.08,4721.04
0,2.26,136.54,363.0,0.348,6.862,1879.0,1.0,Cambisols,Alluvium,Forest,2520.03,883.28,2943.55
0,28.96,282.22,2024.0,-3.972,8.166,2288.3,0.365,Cambisols,Phyllite,Agriculture,213.63,109.08,10245.25
0,26.35,113.16,5465.0,3.652,4.243,1459.2,-0.135,Leptosols,Quartzite,Barren,695.59,518.3,2723.28
0,28.13,168.79,1048.0,0.1,5.312,1801.2,0.996,Cambisols,Shale,Scrub,1106.14,664.1,2456.49
0,27.11,196.44,1552.0,1.77,4.937,2075.6,0.668,Cambisols,Quartzite,Agriculture,153.87,676.74,2932.43
0,36.79,268.86,483.0,-0.568,6.085,1492.1,0.869,,Granite,Forest,367.4,319.73,1092.39
0,47.59,84.14,1870.0,4.7,3.296,1680.2,0.86,Cambisols,Limestone,Scrub,59.83,1825.33,3375.5
0,0.49,-1.0,180.0,0.031,8.453,1879.0,0.154,Fluvisols,Alluvium,Agriculture,30.26,687.19,2766.84
0,31.43,188.59,861.0,-0.385,5.387,1761.1,0.901,Cambisols,Phyllite,Forest,176.08,614.42,1087.23
0,29.1,165.92,2596.0,-2.65,6.18,1514.4,0.282,Leptosols,Gneiss,Barren,4851.74,263.88,7831.47
0,51.52,340.56,2635.0,-3.293,5.433,1782.4,-0.266,Regosols,Schist,Barren,1463.74,123.87,407.68
0,23.42,129.22,2339.0,0.336,5.774,1492.1,0.707,Regosols,Phyllite,Agriculture,785.01,661.73,404.44
1,30.17,59.99,1395.0,-1.513,4.92,1964.3,0.871,Leptosols,Schist,Forest,575.74,403.95,2258.27
1,34.89,129.06,2028.0,1.219,6.935,1777.2,0.674,Leptosols,Limestone,Agriculture,3296.36,77.46,5679.74
0,4.3,219.04,372.0,-0.272,7.992,1651.8,0.242,Fluvisols,Alluvium,Builtup,21.31,105.42,13049.19
0,13.26,223.45,1853.0,0.666,8.316,1477.7,0.423,Cambisols,Granite,Scrub,2724.25,348.52,8462.13
0,10.12,24.05,428.0,-1.223,6.532,1348.6,0.414,Cambisols,Alluvium,Agriculture,131.9,354.54,3564.82
0,17.4,160.53,1837.0,0.213,5.514,2279.6,0.883,Leptosols,Limestone,Forest,1005.05,73.87,877.29
1,35.21,222.68,1853.0,-3.97,7.57,2151.2,0.734,Leptosols,Shale,Forest,521.13,17.25,84.66
0,29.76,28.32,2033.0,-0.252,4.473,1214.1,0.68,Cambisols,Schist,Scrub,1220.4,737.24,1904.01
1,38.43,315.26,1579.0,-0.759,7.276,2108.3,0.739,Regosols,Schist,Agriculture,165.49,4.21,753.41
0,28.19,87.66,1932.0,-1.801,7.056,1310.2,0.434,Leptosols,Schist,Grassland,1227.94,1181.78,2904.92
0,12.97,315.49,972.0,-0.763,5.878,1680.2,0.031,Regosols,Phyllite,Barren,2366.92,869.08,1280.13
1,22.16,24.46,2007.0,-2.234,6.413,1801.2,0.834,Regosols,Shale,Scrub,200.81,197.18,159.73
0,21.17,58.3,826.0,-1.432,6.601,1979.2,0.19,Regosols,Phyllite,Barren,2504.84,340.13,1387.2
1,26.14,119.63,1070.0,-0.831,4.879,1873.8,0.807,Regosols,Shale,Forest,1015.03,1035.16,905.26
0,49.54,119.45,1832.0,-2.356,5.602,2151.2,0.581,Luvisols,Limestone,Forest,1120.94,689.57,3931.72
1,27.64,185.97,1315.0,0.198,5.287,2238.0,0.689,Cambisols,Sandstone,Forest,6093.46,98.02,4634.89
0,33.37,239.14,3797.0,-2.264,4.799,1782.4,0.08,Cambisols,Gneiss,Barren,431.78,506.43,988.07
1,37.04,153.68,1884.0,1.46,4.088,2151.2,0.723,Regosols,Phyllite,Scrub,704.72,30.2,5828.92
0,5.79,101.38,181.0,0.525,7.997,1299.0,0.453,Cambisols,Alluvium,Builtup,590.56,330.74,10422.25
0,26.6,313.54,1254.0,0.252,3.941,1845.5,0.779,Regosols,Sandstone,Forest,276.53,1347.34,814.38
0,30.1,253.44,2405.0,1.944,3.948,2201.8,0.674,Regosols,Phyllite,Forest,23.61,640.54,3258.19
0,3.04,98.85,693.0,0.224,8.668,2087.3,0.82,Cambisols,Conglomerate,Scrub,3591.99,17.91,200.86
1,5.1,192.68,636.0,0.512,7.677,1618.8,0.19,Fluvisols,Alluvium,Builtup,55.58,31.8,2794.61
0,50.19,280.8,896.0,-3.265,5.541,2433.2,0.682,Regosols,Sandstone,Forest,778.2,12.1,13.62
1,24.04,16.96,681.0,0.271,4.332,2075.6,0.672,Cambisols,Phyllite,Scrub,320.84,1089.8,1649.44
1,41.69,13.78,2034.0,-4.121,7.441,1777.2,0.384,Cambisols,Phyllite,Agriculture,658.16,27.47,582.75
0,32.55,52.28,4105.0,1.023,4.104,1141.7,-0.15,Leptosols,Schist,Barren,19006.43,917.53,1850.29
1,28.21,254.94,1654.0,-2.074,3.905,2200.5,0.754,Cambisols,Shale,Agriculture,223.96,662.67,5221.53
0,8.41,271.36,3935.0,1.494,5.705,1459.2,0.081,Leptosols,Gneiss,Barren,544.57,54.23,4518.38
0,10.37,167.58,4833.0,0.49,7.041,1459.2,-0.126,Glacier,Schist,Snow,1687.83,116.09,13464.27
0,36.42,331.65,3745.0,0.85,5.249,1310.2,-0.079,Leptosols,Gneiss,Barren,4325.95,364.57,4644.9
0,38.96,86.4,1496.0,0.698,4.965,2075.6,0.584,Leptosols,Schist,Forest,1273.12,78.3,3835.64
1,31.6,112.15,911.0,1.281,7.866,2288.3,0.788,Cambisols,Phyllite,Agriculture,275.8,90.41,8172.51
0,27.4,67.93,1035.0,3.423,4.25,2345.3,0.875,Cambisols,Shale,Scrub,1504.11,1655.97,643.76
0,23.49,22.24,1722.0,0.767,5.625,2201.8,0.973,Regosols,Schist,Forest,17.34,289.57,480.09
0,38.75,237.74,1464.0,1.545,1.319,1706.0,0.614,Regosols,Schist,Forest,899.72,1012.59,2218.7
0,19.51,73.66,2847.0,-0.492,7.602,1141.7,0.044,Leptosols,Schist,Barren,4971.33,379.22,1721.14
0,36.42,267.68,2399.0,0.627,6.137,1979.2,0.612,Cambisols,Limestone,Forest,1790.81,852.67,12862.08
0,14.52,12.19,2401.0,3.188,4.897,1477.7,0.838,Cambisols,Limestone,Forest,97.42,991.16,3856.55
0,19.26,78.45,757.0,4.252,3.382,2000.6,0.648,Cambisols,Conglomerate,Agriculture,1907.86,911.73,2625.01
1,10.78,41.24,1937.0,-0.088,7.532,1812.7,0.245,Cambisols,Shale,Builtup,10.21,35.32,1050.55
0,17.47,289.8,742.0,0.78,7.498,2433.2,0.976,Cambisols,Sandstone,Forest,3659.94,439.91,1433.35
1,47.63,81.44,782.0,-2.507,4.86,2195.0,0.585,Regosols,Shale,Agriculture,122.36,458.96,874.73
1,26.14,124.76,1185.0,-1.18,6.038,2433.2,0.696,Luvisols,Shale,Forest,798.79,482.71,304.81
1,53.21,35.88,1795.0,-3.096,5.994,2151.2,0.379,Luvisols,Phyllite,Agriculture,348.37,170.9,1713.8
0,26.68,267.97,1902.0,-3.125,6.94,1455.6,0.789,Leptosols,Phyllite,Scrub,1063.45,488.51,4873.51
1,28.6,81.75,1703.0,0.071,4.649,2429.7,0.655,Cambisols,Schist,Agriculture,361.44,133.6,2355.14
0,25.96,317.72,3514.0,0.455,7.746,1371.6,0.659,Leptosols,Granite,Forest,12789.13,352.65,156.1
0,15.82,119.85,4741.0,0.562,5.371,1235.5,-0.259,Leptosols,Schist,Snow,2613.63,896.51,1667.49
1,38.35,227.6,1576.0,-2.574,8.449,1743.9,-0.226,Cambisols,,Barren,995.14,223.13,3914.91
0,1.17,184.69,417.0,-0.977,10.878,1333.1,0.637,Fluvisols,Sandstone,Agriculture,105.35,787.56,1027.41
0,22.73,254.3,991.0,2.671,4.761,2195.0,1.0,Regosols,Shale,Forest,2388.94,182.55,4999.13
0,5.17,197.0,428.0,-0.933,7.578,1333.1,0.855,Fluvisols,Alluvium,Forest,17.66,120.05,6389.21
0,33.54,353.6,4490.0,0.822,5.82,1514.4,0.23,Leptosols,Gneiss,Grassland,5129.17,402.77,3862.56
1,38.56,140.72,1587.0,0.542,4.598,2301.9,0.488,Leptosols,Granite,Agriculture,16.93,695.93,324.65
0,31.06,333.75,1319.0,2.908,4.583,1964.3,0.418,Regosols,Schist,Agriculture,890.27,1730.47,2779.97
0,16.72,94.02,1136.0,-0.15,7.812,2000.6,0.894,Cambisols,Sandstone,Forest,1294.07,788.17,1333.56
0,15.47,347.23,474.0,0.881,6.017,2087.3,0.847,Cambisols,Sandstone,Forest,4419.53,63.42,4642.78
1,29.29,275.0,710.0,-0.25,6.277,2195.0,1.0,Cambisols,Sandstone,Forest,4378.28,8.77,6863.95
0,28.08,56.65,2595.0,-4.529,8.115,1763.3,0.91,Regosols,Quartzite,Forest,478.72,223.52,1104.42
1,34.95,359.05,1718.0,0.802,4.852,2429.7,0.442,Leptosols,Schist,Agriculture,363.42,1643.96,3717.1
1,30.11,133.74,1685.0,-1.64,5.03,1939.8,0.492,Regosols,Schist,Forest,2500.62,461.21,788.66
0,24.13,15.88,1559.0,-3.397,5.178,1492.1,0.807,Cambisols,Phyllite,Forest,2076.07,348.97,525.22
1,32.91,111.0,1721.0,0.109,6.048,2151.2,0.85,,Phyllite,Scrub,3811.0,1070.57,809.87
0,32.44,276.35,2734.0,-2.278,6.236,2075.6,0.949,Cambisols,Shale,Forest,1922.57,681.01,3035.48
0,21.68,138.49,1531.0,2.008,7.098,2331.4,0.777,Cambisols,Shale,Scrub,905.94,26.36,1147.94
0,9.0,178.95,338.0,-2.223,8.792,1691.4,0.577,Fluvisols,Alluvium,Forest,101.85,9.31,4588.35
1,35.65,56.89,1969.0,3.042,5.575,1964.3,0.595,Regosols,Phyllite,Agriculture,88.93,1715.11,826.67
0,26.2,136.39,280.0,3.901,3.84,2041.1,1.0,Cambisols,Sandstone,Forest,2276.93,396.8,337.81
1,22.75,113.34,1139.0,-0.932,6.734,2151.2,0.645,Leptosols,Phyllite,Forest,659.64,138.3,1332.25
1,31.65,122.04,1568.0,-2.129,3.814,2151.2,0.755,Leptosols,,Scrub,1475.15,500.69,2456.74
0,40.67,173.7,1622.0,-2.511,3.783,1966.5,0.924,Cambisols,Phyllite,Forest,3956.3,274.8,6007.12
0,43.7,339.56,3862.0,-2.9,6.917,1371.6,0.051,Regosols,Gneiss,Barren,174.93,352.19,2671.24
0,22.71,243.26,3806.0,-0.158,5.811,1514.4,0.015,Leptosols,Schist,Barren,912.3,151.2,7294.15
0,26.64,358.84,1683.0,-0.788,7.538,1964.3,0.422,Regosols,Phyllite,Agriculture,422.95,191.24,7581.7
